"Date","AAPL","SPX","VIX","SPGSCITR","BNDGLB","EEM"
2006-07-10,7.8571,1267.34,14.02,6929.87,246.86,31.2833
2006-07-11,7.95,1272.52,13.14,7009.71,247.21,31.4333
2006-07-12,7.5657,1258.6,14.49,7077.3,246.73,30.7333
2006-07-13,7.4643,1242.29,17.79,7212.54,246.97,29.5167
2006-07-14,7.2386,1236.2,18.05,7261.31,247.14,29.6667
2006-07-17,7.4814,1234.49,18.64,7079.6,246.6,29.2
2006-07-18,7.5571,1236.86,17.74,6963.12,245.96,29.6067
2006-07-19,7.7286,1259.81,15.55,6936.04,247.03,31.4333
2006-07-20,8.6429,1249.13,16.21,6903.47,247.76,30.53
2006-07-21,8.6743,1240.29,17.4,6903.76,247.95,29.9367
2006-07-24,8.7743,1260.91,14.98,6979.65,247.7,31.2833
2006-07-25,8.8469,1268.88,14.85,6905.79,247.45,31.3667
2006-07-26,9.1243,1268.4,14.62,6953.15,247.74,31.2333
2006-07-27,9.0571,1263.2,14.94,7017.8,248.5,31.6633
2006-07-28,9.37,1278.55,14.33,6946.84,249.39,32.3433
2006-07-31,9.7086,1276.66,14.95,7115.85,249.59,32.0333
2006-08-01,9.5971,1270.92,15.05,7119.29,249.47,31.5167
2006-08-02,9.7371,1278.55,14.34,7223.28,250.04,31.9333
2006-08-03,9.9414,1280.27,14.46,7124.74,249.9,31.9
2006-08-04,9.7571,1279.36,14.34,7101.98,251.06,31.9667
2006-08-07,9.6014,1275.77,15.23,7203.41,250.76,31.7667
2006-08-08,9.2543,1271.48,15.23,7165.81,250.77,31.7667
2006-08-09,9.0843,1265.95,15.2,7199.96,250.77,31.8867
2006-08-10,9.1529,1271.81,14.46,7016.65,250.26,32.2133
2006-08-11,9.0929,1266.74,14.3,7001.02,249.78,31.8233
2006-08-14,9.1343,1268.21,14.26,6886.12,249.29,31.95
2006-08-15,9.4929,1285.58,13.42,6866.75,250.3,32.7333
2006-08-16,9.7114,1295.43,12.41,6817.09,251.28,33.0533
2006-08-17,9.6557,1297.48,12.24,6668.62,251.41,33.1
2006-08-18,9.7014,1302.3,11.64,6718.27,251.56,32.7867
2006-08-21,9.5086,1297.52,12.22,6797.49,252.17,32.6167
2006-08-22,9.66,1298.82,12.19,6824.02,252,32.6067
2006-08-23,9.6157,1292.99,12.4,6728.67,251.9,32.0167
2006-08-24,9.6871,1296.06,12.4,6780.28,252.04,31.93
2006-08-25,9.8214,1295.09,12.31,6809.4,252.03,32.02
2006-08-28,9.5686,1301.78,12.18,6632.73,252.22,32.3833
2006-08-29,9.4971,1304.28,12.28,6583.16,252.18,32.4933
2006-08-30,9.5657,1304.27,12.22,6575.81,252.68,32.6333
2006-08-31,9.6929,1303.82,12.31,6599.42,253.02,32.54
2006-09-01,9.7686,1311.01,11.96,6503.2,253.19,32.9033
2006-09-05,10.2114,1313.25,12.63,6480.31,252.98,33.0833
2006-09-06,10.0043,1300.26,13.74,6426.13,252.59,32.1333
2006-09-07,10.4,1294.02,13.88,6384.04,252.64,31.7667
2006-09-08,10.36,1298.92,13.16,6286.28,252.65,32.0267
2006-09-11,10.3571,1299.54,12.99,6183.19,252.35,31.3367
2006-09-12,10.3757,1313.11,11.92,6082.88,252.55,31.8733
2006-09-13,10.6,1318.07,11.18,6060.64,252.73,32.35
2006-09-14,10.5957,1316.28,11.55,5958.91,252.78,32.0833
2006-09-15,10.5857,1319.87,11.76,5930.28,252.47,32.2733
2006-09-18,10.5557,1321.18,11.78,5979.27,252.31,32.6367
2006-09-19,10.5386,1318.31,11.98,5863.78,253.29,32.1333
2006-09-20,10.7514,1325.18,11.39,5751.97,253.43,32.7933
2006-09-21,10.6643,1318.03,12.25,5824.88,254.37,31.9933
2006-09-22,10.4286,1314.78,12.59,5749.31,255.36,31.5867
2006-09-25,10.8214,1326.37,12.12,5764.22,255.67,31.9533
2006-09-26,11.0871,1336.34,11.53,5768.64,255.21,32.33
2006-09-27,10.9157,1336.59,11.58,5863.08,255.05,32.2567
2006-09-28,11.0014,1339.15,11.72,5872.48,254.6,32.5167
2006-09-29,10.9971,1335.85,11.98,5892.85,254.38,32.2567
2006-10-02,10.6943,1331.32,12.57,5786.7,254.83,32.2033
2006-10-03,10.5829,1334.11,12.24,5642.94,254.86,31.7667
2006-10-04,10.7686,1350.22,11.86,5700.6,255.23,32.6167
2006-10-05,10.69,1353.22,11.98,5789.17,254.89,33.05
2006-10-06,10.6029,1349.58,11.56,5789.77,253.52,32.9667
2006-10-09,10.6614,1350.66,11.68,5857.38,253.51,32.8433
2006-10-10,10.5443,1353.42,11.52,5767.38,252.67,33.14
2006-10-11,10.4614,1349.95,11.62,5733.77,252.36,32.9633
2006-10-12,10.7514,1362.83,11.09,5735.4,252.49,33.7667
2006-10-13,10.7171,1365.62,10.75,5801.11,252.06,33.9667
2006-10-16,10.7714,1369.05,11.09,5932.6,252.53,34.06
2006-10-17,10.6129,1364.05,11.73,5876.95,252.94,33.6133
2006-10-18,10.6471,1365.96,11.34,5795.85,252.9,33.9433
2006-10-19,11.2843,1366.96,10.9,5873.68,253.07,34.0933
2006-10-20,11.4214,1368.6,10.63,5813.47,253.11,33.9333
2006-10-23,11.6371,1377.02,11.08,5776.87,252.43,33.9033
2006-10-24,11.5786,1377.38,10.78,5824.95,252.46,34.0967
2006-10-25,11.6686,1382.22,10.66,5974.35,253.15,34.4933
2006-10-26,11.7414,1389.08,10.56,5898.64,254.16,34.5767
2006-10-27,11.4871,1377.34,10.8,5907.16,255.12,34
2006-10-30,11.4886,1377.93,11.2,5730.06,255.35,33.8833
2006-10-31,11.5829,1377.94,11.1,5741.51,256.32,34.5333
2006-11-01,11.3086,1367.81,11.51,5746.83,256.91,34.1867
2006-11-02,11.2829,1367.34,11.42,5729.88,256.53,34.2933
2006-11-03,11.1843,1364.3,11.16,5808.39,255.12,34.4
2006-11-06,11.3871,1379.78,11.16,5851.75,255.09,35.2167
2006-11-07,11.5014,1382.84,11.09,5810.49,256.15,35.0667
2006-11-08,11.7786,1385.72,10.75,5859.61,256.2,35.1567
2006-11-09,11.9057,1378.33,11.01,5963.91,256.35,35.2767
2006-11-10,11.8743,1380.9,10.79,5821.05,257.17,35.3267
2006-11-13,12.05,1384.42,10.86,5759.6,256.74,35.4467
2006-11-14,12.1429,1393.22,10.5,5751.67,257.15,36
2006-11-15,12.0071,1396.57,10.31,5806.82,256.62,36.0667
2006-11-16,12.23,1399.76,10.16,5667.84,256.32,35.7033
2006-11-17,12.2643,1401.2,10.05,5699.84,257.09,35.6633
2006-11-20,12.3529,1400.5,9.97,5703.62,257.23,35.5233
2006-11-21,12.6571,1402.81,9.9,5807.95,257.46,36.09
2006-11-22,12.9014,1406.09,10.14,5724.27,258.17,36.3433
2006-11-24,13.09,1400.95,10.73,5769.95,259.06,36.3367
2006-11-27,12.7914,1381.9,12.3,5836.2,259.2,35.65
2006-11-28,13.1157,1386.72,11.62,5880.53,259.62,35.8567
2006-11-29,13.1143,1399.48,10.83,5992.34,259.49,36.4367
2006-11-30,13.0943,1400.63,10.91,6058.91,260.62,36.6
2006-12-01,13.0457,1396.71,11.66,6043.58,261.5,36.45
2006-12-04,13.0171,1409.12,11.23,5924.57,261.48,37.21
2006-12-05,13.0386,1414.76,11.27,5926.25,261.47,37.86
2006-12-06,12.8329,1412.9,11.33,5875.44,261.18,37.6
2006-12-07,12.4343,1407.29,12.67,5867.4,260.9,37.4667
2006-12-08,12.6086,1409.84,12.07,5837.63,260.22,37.3
2006-12-11,12.6786,1413.04,10.71,5790.66,259.92,37.3167
2006-12-12,12.3057,1411.56,10.65,5766.13,260.37,36.8667
2006-12-13,12.7214,1413.21,10.18,5786.43,259.57,37.0667
2006-12-14,12.65,1425.49,9.97,5860.44,259.05,37.7
2006-12-18,12.21,1422.48,10.6,5767.45,258.62,37.6033
2006-12-19,12.33,1425.55,10.3,5805.28,258.85,37.3667
2006-12-20,12.1086,1423.53,10.26,5801.9,259,37.25
2006-12-21,11.8429,1418.3,10.53,5743.94,259.33,37.1833
2006-12-22,11.7429,1410.76,11.36,5734.42,258.59,37.3167
2006-12-26,11.6443,1416.9,11.26,5628.49,258.85,37.6633
2006-12-27,11.6457,1426.84,10.64,5592.46,258.26,38.2
2006-12-28,11.5529,1424.73,10.99,5610.09,257.89,38.1267
2007-01-03,11.9714,1416.6,12.04,5418.28,258.54,38.38
2007-01-04,12.2371,1418.34,11.51,5263.6,258.75,37.85
2007-01-05,12.15,1409.71,12.14,5278.56,258.31,36.7433
2007-01-08,12.21,1412.84,12,5269.88,258.39,37.01
2007-01-09,13.2243,1412.11,11.91,5246.19,258.13,36.1833
2007-01-10,13.8571,1414.85,11.47,5200.15,257.84,36.1
2007-01-11,13.6857,1423.82,10.87,5086.3,256.96,36.5567
2007-01-12,13.5171,1430.73,10.15,5165.07,256.77,37.3
2007-01-16,13.8714,1431.9,10.74,5070.43,257.03,37.4333
2007-01-17,13.5643,1430.62,10.59,5112.21,256.93,37.2767
2007-01-18,12.7243,1426.37,10.85,5044.78,257.02,36.8833
2007-01-19,12.6429,1430.5,10.4,5173.05,256.97,37.5467
2007-01-22,12.3986,1422.95,10.77,5174.18,257.26,37.5033
2007-01-23,12.2429,1427.99,10.34,5332.18,257.16,38.3567
2007-01-24,12.3857,1440.13,9.89,5329.35,256.95,38.69
2007-01-25,12.3214,1423.9,11.22,5256.84,256.41,37.5
2007-01-26,12.1971,1422.18,11.13,5328.94,255.94,37.73
2007-01-29,12.2771,1420.62,11.45,5213.92,255.77,37.23
2007-01-30,12.2214,1428.82,10.96,5413.69,256.11,37.8067
2007-01-31,12.2471,1438.24,10.42,5498.77,256.9,38.1
2007-02-01,12.1057,1445.94,10.31,5439.2,257.04,38.5667
2007-02-02,12.1071,1448.39,10.08,5506.65,257.01,38.45
2007-02-05,11.9914,1446.99,10.55,5507.82,257.45,38.4867
2007-02-06,12.0214,1448,10.65,5510.27,257.9,38.8667
2007-02-08,12.3114,1448.31,10.44,5566.91,258.25,38.51
2007-02-09,11.8957,1438.06,11.1,5594.93,257.53,38.05
2007-02-12,12.1257,1433.37,11.61,5432.66,257.24,37.79
2007-02-13,12.1,1444.26,10.34,5542.72,257.32,38.39
2007-02-14,12.1857,1455.3,10.23,5462.37,258.67,39.2167
2007-02-15,12.1729,1456.81,10.22,5478.05,259.33,39.24
2007-02-16,12.1186,1455.54,10.02,5572.13,259.44,39.33
2007-02-20,12.2714,1459.68,10.24,5511.43,259.59,39.4333
2007-02-21,12.7429,1457.63,10.2,5613.47,259.33,39.5433
2007-02-22,12.7871,1456.38,10.18,5709.14,258.83,39.5
2007-02-23,12.7243,1451.19,10.58,5750.7,259.61,39.1667
2007-02-26,12.6643,1449.37,11.15,5764.96,260.33,39.15
2007-02-27,11.99,1399.04,18.31,5744.31,261.97,35.9667
2007-02-28,12.0871,1406.82,15.42,5735.06,261.59,36.5833
2007-03-01,12.4371,1403.17,15.82,5736.12,261.69,36.3367
2007-03-02,12.2014,1387.17,18.61,5699.73,262.1,35.9867
2007-03-05,12.3314,1374.12,19.63,5597.03,262.2,35.0967
2007-03-06,12.5986,1395.41,15.96,5651.05,262.14,36.62
2007-03-07,12.5314,1391.97,15.24,5727.79,262.48,36.3667
2007-03-08,12.5714,1401.89,14.29,5727.01,262.23,37.26
2007-03-09,12.5671,1402.85,14.09,5626.12,261.29,37.3967
2007-03-12,12.8386,1406.6,13.99,5572.56,261.98,37.5933
2007-03-13,12.6286,1377.95,18.13,5543.01,262.75,36.3667
2007-03-14,12.8571,1387.17,17.27,5557.14,262.77,36.79
2007-03-15,12.7957,1392.28,16.43,5538.53,262.46,37.09
2007-03-19,13.0186,1402.06,14.59,5529.04,262.33,37.6
2007-03-20,13.0686,1410.94,13.27,5511.93,262.64,37.7833
2007-03-21,13.41,1435.04,12.19,5539.13,262.93,38.96
2007-03-22,13.4229,1434.54,12.93,5669.51,262.49,38.7933
2007-03-23,13.36,1436.11,12.95,5678.83,261.95,39.01
2007-03-26,13.6929,1437.5,13.16,5730.9,262.25,38.8767
2007-03-27,13.6371,1428.61,13.48,5740.87,262.06,38.7767
2007-03-28,13.32,1417.23,14.98,5814.75,262.32,38.1633
2007-03-29,13.3929,1422.53,15.14,5920.18,261.81,38.84
2007-03-30,13.2729,1420.86,14.64,5920.55,261.61,38.8333
2007-04-02,13.3786,1424.55,14.53,5910.96,261.94,39.15
2007-04-03,13.5,1437.77,13.46,5850.53,261.51,39.7
2007-04-04,13.4671,1439.37,13.24,5897.11,261.7,39.9967
2007-04-05,13.5257,1443.76,13.23,5908.63,261.7,40.1
2007-04-09,13.3786,1444.61,13.14,5791.85,260.84,40.2567
2007-04-10,13.4643,1448.39,12.68,5859.31,261.29,40.4467
2007-04-11,13.2271,1438.87,13.49,5864.7,261.23,40.0733
2007-04-12,13.17,1447.8,12.71,5928.09,261.36,40.7433
2007-04-13,12.8914,1452.85,12.2,5932.54,261.02,40.99
2007-04-16,13.0614,1468.47,11.98,5860.97,261.37,41.45
2007-04-17,12.9071,1471.48,12.14,5804.44,262.14,41.2067
2007-04-18,12.9143,1472.5,12.42,5797.82,262.79,40.8933
2007-04-19,12.8957,1470.73,12.54,5763.09,262.73,40.57
2007-04-20,12.9957,1484.35,12.07,5805.56,262.59,41.0533
2007-04-23,13.3586,1480.93,13.04,5909.19,262.88,40.8367
2007-04-24,13.32,1480.41,13.12,5834.87,263.41,40.8967
2007-04-25,13.6211,1495.42,13.21,5925.19,263.28,41.3467
2007-04-26,14.12,1494.25,12.79,5859.81,262.47,41.28
2007-04-27,14.2743,1494.07,12.45,5941.95,262.36,41.0867
2007-04-30,14.2571,1482.37,14.22,5904.26,263.41,40.28
2007-05-01,14.21,1486.3,13.51,5861.61,263.18,40.44
2007-05-02,14.3414,1495.92,13.08,5815.02,262.9,41.2433
2007-05-03,14.3429,1502.39,13.09,5825.71,262.48,41.61
2007-05-04,14.4014,1505.62,12.91,5798.5,262.85,41.5767
2007-05-07,14.8457,1509.48,13.15,5741.67,263.16,41.8467
2007-05-08,15.0086,1507.72,13.21,5755.21,263.1,41.3033
2007-05-09,15.2686,1512.58,12.88,5723.33,262.81,41.97
2007-05-10,15.3343,1491.47,13.6,5737.55,262.71,40.9433
2007-05-11,15.5343,1505.85,12.95,5815.94,262.5,41.9833
2007-05-14,15.6229,1503.15,13.96,5787.63,262.47,41.5667
2007-05-15,15.36,1501.19,14.01,5838.53,262.41,41.6267
2007-05-16,15.3343,1514.14,13.5,5805.95,262.38,42.22
2007-05-17,15.6343,1512.75,13.51,5899.52,261.5,42.05
2007-05-18,15.7171,1522.75,12.76,5885.34,261.12,42.2833
2007-05-21,15.9971,1525.1,13.3,5953.02,261.15,42.34
2007-05-22,16.22,1524.12,13.06,5854.82,260.88,42.3667
2007-05-23,16.1271,1522.28,13.24,5869.58,260.77,42.3
2007-05-24,15.8129,1507.51,14.08,5816.36,260.67,41.2833
2007-05-25,16.2314,1515.73,13.34,5869.57,260.41,41.9167
2007-05-29,16.3357,1518.11,13.53,5745.72,260.47,41.7733
2007-05-30,16.9671,1530.23,12.83,5774.07,260.26,42.1967
2007-05-31,17.313,1530.62,13.05,5812.55,260.18,42.2667
2007-06-01,16.9143,1536.34,12.78,5876.4,259.55,43.3767
2007-06-04,17.3329,1539.18,13.29,5971.27,260.12,43.1833
2007-06-05,17.5243,1530.95,13.63,5936.99,259.71,43.0333
2007-06-06,17.6629,1517.38,14.87,5932.52,259.85,41.95
2007-06-07,17.7241,1490.72,17.06,5951.4,258.29,41.3033
2007-06-08,17.7843,1507.67,14.84,5800.39,257.71,42.0333
2007-06-11,17.17,1509.12,14.71,5890.37,257.6,42.3933
2007-06-12,17.1971,1493,16.67,5854.29,256.33,41.68
2007-06-13,16.7857,1515.67,14.73,5920.02,256.55,42.49
2007-06-14,16.9643,1522.97,13.64,6029.07,256.39,43.1567
2007-06-15,17.2143,1532.91,13.94,6067.98,257.01,44.14
2007-06-18,17.87,1531.05,13.42,6100.05,257.41,44.18
2007-06-19,17.6657,1533.7,12.85,6043.67,258.15,44.23
2007-06-20,17.3643,1512.84,14.67,6010.87,257.72,43.8533
2007-06-21,17.7,1522.19,14.21,5993.98,257.18,44.4
2007-06-22,17.5714,1502.56,15.75,5990.23,257.52,43.8133
2007-06-25,17.4771,1497.74,16.65,5981.6,258.36,43.48
2007-06-26,17.0929,1492.89,18.89,5899.33,258.32,43.1
2007-06-27,17.4129,1506.34,15.53,5950.72,258.76,43.7
2007-06-28,17.2229,1505.71,15.54,5954.4,258.34,43.7233
2007-06-29,17.4343,1503.35,16.23,5999.78,259.14,43.8833
2007-07-02,17.3229,1519.43,15.4,6037.42,260.21,44.7667
2007-07-03,18.1671,1524.87,14.92,6050.78,259.64,45.1233
2007-07-05,18.9643,1525.4,15.48,6100.52,258.47,45.3233
2007-07-06,18.9,1530.44,14.72,6146.59,258,46.1
2007-07-09,18.6186,1531.85,15.16,6134.82,257.98,46.5467
2007-07-10,18.9071,1510.12,17.57,6189.29,260.1,45.6267
2007-07-11,18.9129,1518.76,16.64,6174.24,260.02,46.0067
2007-07-12,19.1528,1547.7,15.54,6180.77,259.47,47.0167
2007-07-13,19.6757,1552.5,15.15,6239.39,259.61,47.5833
2007-07-16,19.7286,1549.52,15.59,6175.26,260.35,47.1067
2007-07-17,19.8443,1549.37,15.63,6142.07,259.96,47.0967
2007-07-18,19.7314,1546.17,16,6246.84,260.86,46.52
2007-07-19,20,1553.08,15.23,6307.11,260.73,46.9667
2007-07-20,20.5357,1534.1,16.95,6288.57,261.71,46.66
2007-07-23,20.5286,1541.57,16.81,6197.95,261.65,48.01
2007-07-24,19.27,1511.04,18.55,6127.28,261.9,46.3667
2007-07-25,19.6086,1518.09,18.1,6203.12,261.99,46.6333
2007-07-26,20.8571,1482.66,20.74,6163.34,263.13,44.3967
2007-07-27,20.55,1458.95,24.17,6251.94,262.95,43.6833
2007-07-30,20.2043,1473.91,20.87,6258.63,262.74,45.1133
2007-07-31,18.8229,1455.27,23.52,6332.53,263.11,44.19
2007-08-01,19.2857,1465.81,23.67,6247.5,263.13,44.0167
2007-08-02,19.4986,1472.2,21.22,6247.38,263.15,44.5033
2007-08-03,18.8357,1433.06,25.16,6178.96,264.25,42.5833
2007-08-06,19.3214,1467.67,22.94,6008.36,264.14,43.3433
2007-08-07,19.29,1476.71,21.56,6028.77,263.88,43.6667
2007-08-08,19.1443,1497.49,21.45,6016.48,262.89,45.1333
2007-08-09,18.0557,1453.09,26.48,5994.09,263.24,43.2667
2007-08-10,17.8571,1453.64,28.3,5992.31,263.53,42.5167
2007-08-13,18.2557,1452.92,26.57,6008.49,263.3,42.9367
2007-08-14,17.7186,1426.54,27.68,6029.26,263.63,41.8267
2007-08-15,17.1286,1406.7,30.67,6077.24,263.51,40.1833
2007-08-16,16.7214,1411.27,30.83,5894.5,264.95,39.5
2007-08-17,17.4371,1445.94,29.99,5982.31,265.15,40.75
2007-08-20,17.46,1445.55,26.33,5883.55,265.21,40.8333
2007-08-21,18.2243,1447.12,25.25,5816.44,265.89,40.6833
2007-08-22,18.93,1464.07,22.89,5818.98,265.31,42.4333
2007-08-23,18.7243,1462.5,22.62,5874.71,265.43,42.65
2007-08-27,18.8929,1466.79,22.72,5956.2,266.15,43.8667
2007-08-28,18.1171,1432.36,26.3,5946.19,266.99,42.0833
2007-08-29,19.1543,1463.76,23.81,6029.69,266.68,43.75
2007-08-30,19.4643,1457.64,25.06,6038.59,266.94,43.5267
2007-08-31,19.7829,1473.99,23.38,6067.4,266.43,44.65
2007-09-04,20.5943,1489.42,22.78,6143.62,266.15,45.4033
2007-09-05,19.5371,1472.29,24.58,6175.92,267.66,44.7167
2007-09-06,19.2871,1478.55,23.99,6205.51,267.57,45.0667
2007-09-07,18.8243,1453.55,26.23,6221.68,269.69,44.05
2007-09-10,19.53,1451.7,27.38,6289.68,270.47,44.0833
2007-09-11,19.3557,1471.49,25.27,6360.06,269.82,44.9733
2007-09-12,19.55,1471.56,24.96,6461.99,269.45,45.1333
2007-09-13,19.6,1483.95,24.76,6449.26,268.43,45.6333
2007-09-17,19.7729,1476.65,26.48,6520.56,268.76,45.4333
2007-09-18,20.1314,1519.78,20.35,6559.76,268.88,47.6333
2007-09-19,20.11,1529.03,20.03,6596.99,268.7,47.85
2007-09-20,20.0443,1518.75,20.45,6651.07,268.06,47.7
2007-09-21,20.5929,1525.75,19,6663.55,268.26,48.3333
2007-09-24,21.1829,1517.73,19.37,6659.34,268.56,48.9333
2007-09-25,21.8829,1517.21,18.6,6579.4,268.63,48.75
2007-09-26,21.8243,1525.42,17.63,6606.91,268.53,49.4
2007-09-27,22.0714,1531.38,17,6752.73,269.17,50.1333
2007-09-28,21.9243,1526.75,18,6687.84,269.76,49.8167
2007-10-01,22.3341,1547.04,17.84,6623.77,269.83,51.3833
2007-10-02,22.6357,1546.63,18.49,6590.28,269.89,51.7333
2007-10-03,22.56,1539.59,18.8,6590.46,269.67,50.1667
2007-10-04,22.32,1542.84,18.44,6659.97,270.09,50.6667
2007-10-05,23.0643,1557.59,16.91,6630.31,269,52.3567
2007-10-08,23.9871,1552.58,17.46,6465.88,268.6,51.8
2007-10-09,23.98,1565.15,16.12,6532.6,268.93,52.6067
2007-10-10,23.8271,1562.47,16.67,6610.84,269.06,52.6767
2007-10-11,23.1757,1554.41,18.88,6709.82,269.11,52.2133
2007-10-12,23.8934,1561.8,17.73,6721.51,268.7,53.1667
2007-10-15,23.8543,1548.71,19.25,6858.16,269.01,52.5167
2007-10-16,24.2257,1538.53,20.02,6912.8,269.18,51.5433
2007-10-17,24.6786,1541.24,18.54,6893.2,270.46,52.7333
2007-10-18,24.7857,1540.08,18.5,6990.18,271.44,53
2007-10-19,24.3457,1500.63,22.96,6936.39,272.7,50.7333
2007-10-22,24.9086,1506.33,21.64,6874.36,272.61,51.1
2007-10-23,26.5943,1519.59,20.41,6826.94,272.86,52.5167
2007-10-24,26.5614,1515.88,20.8,6897.06,273.83,52.1733
2007-10-25,26.1114,1514.4,21.17,7078.46,273.74,52.8367
2007-10-26,26.3857,1535.28,19.56,7159.56,273.54,54.3333
2007-10-29,26.4414,1540.98,19.87,7272.86,272.83,55.5833
2007-10-30,26.7143,1531.02,21.07,7114.9,273.74,54.5333
2007-10-31,27.1357,1549.38,18.53,7330.34,272.92,55.73
2007-11-01,26.7771,1508.44,23.21,7271.76,273.76,53.48
2007-11-02,26.8386,1509.65,23.01,7397.87,274.63,53.7833
2007-11-05,26.5971,1502.17,24.31,7291.17,274.16,51.9133
2007-11-06,27.3986,1520.27,21.39,7447.25,274.02,53.8833
2007-11-07,26.6143,1475.62,26.49,7412.85,274.79,52.1667
2007-11-08,25.0666,1474.77,26.16,7377.98,275.37,52.4333
2007-11-09,23.6243,1453.7,28.5,7412.96,276.33,51.2
2007-11-12,21.9657,1439.18,31.09,7310.3,276.17,48.3667
2007-11-13,24.28,1481.05,24.1,7136.56,275.96,51.7833
2007-11-14,23.73,1470.58,25.94,7282.69,275.71,51.8333
2007-11-15,23.4714,1451.15,28.06,7219.41,276.51,50.64
2007-11-16,23.77,1458.74,25.49,7311.32,276.7,51.2667
2007-11-19,23.4214,1433.27,26.01,7313.39,277.5,48.9033
2007-11-20,24.1214,1439.7,24.88,7488.79,277.57,50.2467
2007-11-21,24.0657,1416.77,26.84,7459.22,278.72,47.7167
2007-11-23,24.5057,1440.7,25.61,7539.98,279.05,49.1267
2007-11-26,24.6488,1407.22,28.91,7517.02,280.72,47.1767
2007-11-27,24.9729,1428.23,26.28,7348.82,279.54,48.9833
2007-11-28,25.7457,1469.02,24.11,7174.18,278.25,51.6667
2007-11-29,26.3271,1469.72,23.97,7194.3,279.01,51.0333
2007-11-30,26.0314,1481.14,22.87,7059.31,278.17,51.4667
2007-12-03,25.5514,1472.42,23.61,7071.42,279.19,51.02
2007-12-04,25.6871,1462.79,23.79,7046.58,279.81,50.8867
2007-12-05,26.5,1485.01,22.53,7006.87,279.66,53.1467
2007-12-06,27.1361,1507.34,20.96,7133.3,277.41,53.9833
2007-12-07,27.7571,1504.66,20.85,7067.85,275.92,53.3433
2007-12-10,27.7443,1515.96,20.74,7042.98,275.92,53.36
2007-12-11,26.9343,1477.65,23.59,7141.08,277.5,51.1
2007-12-12,27.2657,1486.59,22.47,7397.43,276.59,52.6333
2007-12-13,27.4043,1488.41,22.56,7291.2,275.74,51.1867
2007-12-14,27.1986,1467.95,23.27,7263.52,274.4,49.9667
2007-12-17,26.3429,1445.9,24.52,7228.12,274.84,47.8367
2007-12-18,26.14,1454.98,22.64,7176.4,274.84,49.15
2007-12-19,26.16,1453,21.68,7260.06,276.34,49.47
2007-12-20,26.7443,1460.12,20.58,7237.11,276.9,49.74
2007-12-21,27.7014,1484.46,18.47,7349.66,276.9,51.24
2007-12-24,28.4,1496.45,18.6,7368.86,274.88,51.4467
2007-12-26,28.4214,1497.66,18.66,7474.96,274.61,51.7133
2007-12-27,28.3671,1476.37,20.26,7512.05,275.48,50.52
2007-12-28,28.5471,1478.49,20.74,7465.04,276.6,50.71
2007-12-31,28.2971,1468.36,22.5,7466.3,278.22,50.1
2008-01-02,27.8343,1447.16,23.17,7710.14,280.59,49.2733
2008-01-03,27.8471,1447.16,22.49,7720.14,280.63,49.7167
2008-01-04,25.7214,1411.63,23.94,7649.89,281.74,48.2233
2008-01-07,25.3771,1416.18,23.79,7489.53,281.72,48.5767
2008-01-08,24.4643,1390.19,25.43,7601.63,281.25,48.2
2008-01-09,25.6286,1409.13,24.12,7553.81,281.51,49.78
2008-01-10,25.4314,1420.33,23.45,7440.22,280.85,50.3667
2008-01-11,24.67,1401.02,23.68,7417.06,282.02,48.95
2008-01-14,25.54,1416.25,22.9,7539.46,282.79,49.67
2008-01-15,24.1486,1380.95,23.34,7413.44,283.83,47.4234
2008-01-16,22.8057,1373.2,24.38,7313.39,283.3,45.45
2008-01-17,22.9843,1333.25,28.46,7286.3,283.9,44.1267
2008-01-18,23.0514,1325.19,27.18,7319.9,283.69,45.1333
2008-01-22,22.2343,1310.5,31.01,7228.89,285.28,44
2008-01-23,19.8674,1338.6,29.02,7072.57,285.77,44.28
2008-01-24,19.3714,1352.07,27.78,7236.42,283.72,45.14
2008-01-25,18.5729,1330.61,29.08,7352.78,284.12,44.4533
2008-01-28,18.5729,1353.97,27.78,7400.59,284.95,45.5533
2008-01-29,18.7914,1362.3,27.32,7450.7,284.1,45.33
2008-01-30,18.8829,1355.81,27.62,7473.14,283.49,44.7333
2008-01-31,19.3371,1378.55,26.2,7464.4,284.71,45.63
2008-02-01,19.1071,1395.42,24.02,7307.61,285.25,46.54
2008-02-04,18.8071,1380.82,25.99,7392.71,284.8,46.6833
2008-02-05,18.48,1336.64,28.24,7306.98,285.19,44.17
2008-02-06,17.4286,1326.45,28.97,7274.15,284.98,43.4466
2008-02-07,17.32,1336.91,27.66,7355.74,283.53,44.1833
2008-02-08,17.9257,1331.29,28.01,7596.47,284.04,44.1
2008-02-11,18.4929,1339.13,27.6,7686.14,284.54,44.6467
2008-02-12,17.8371,1348.86,26.33,7612.99,283.76,45.3667
2008-02-13,18.4857,1367.21,24.88,7628.39,283.28,46.3867
2008-02-14,18.2086,1348.86,25.54,7799.11,282.12,45.79
2008-02-19,17.4543,1348.78,25.59,8065.74,281.55,46.72
2008-02-20,17.6886,1360.03,24.4,8065.9,280.75,47.11
2008-02-21,17.3629,1342.53,25.12,8017.47,282.65,46.45
2008-02-22,17.0657,1353.11,24.06,8064.99,282.61,47.0733
2008-02-25,17.1057,1371.8,23.03,8126.74,281.07,47.95
2008-02-26,17.0214,1381.29,21.9,8260.79,281.84,48.5833
2008-02-27,17.5657,1380.02,22.69,8219.39,283.13,48.9933
